Fornavne til mænd pr. 1. januar 2015

Navn	ANTAL
APEL	1
APHICHART	1
APHIROM	1
APHISAK	1
APIBAN	1
APICHAST	1
APICHEST	1
APIL	1
APINAS	1
APINASH	1
APINAYAN	1
APIRAT	1
APISATHAN	1
APISHAJAN	1
APISHEK	1
APIWAT	1
APIWIT	1
APOCAN	1
APOLINAR	1
APOLLO-LUDVIG	1
APOLLONIO	1
APON	1
APOORV	1
APORVAN	1
APOSTOL	1
APPAS	1
APPEL	1
APPIAH	1
APPLA	1
APPOLINARY	1
APREM	1
APTUL	1
APTULA	1
APTULLA	1
APTULMECIT	1
APURJAN	1
APURVA	1
AQALOU	1
AQBAL	1
AQDAS	1
AQDUS	1
AQEEB	1
AQIF	1
AQISSIAQ-NIELS	1
AQQALOORANNGUAQ	1
AQQALUKKULUK	1
AQQALU-NUKA	1
AQQALUTSIAQ	1
AQQALUUTI	1
AQQANAATSIAQ	1
AQQAPA	1
AQSE	1
AQUILO	1
AR	1
ARABI	1
ARAC	1
ARADHYA	1
ARAF	1
ARAFA	1
ARAFAN	1
ARAFETTIN	1
ARAKEL	1
ARAKO	1
ARAMAIS	1
ARAMS	1
ARAPAHO	1
ARAPCAN	1
ARASH-DAVID	1
ARASS	1
ARASU	1
ARAVAZHI	1
ARAVENTH	1
ARAVIN	1
ARAVIND	1
ARAVINDH	1
ARAW	1
ARAYA	1
ARAYIK	1
ARBAAS	1
ARBAAZ	1
ARBAS	1
ARBE	1
ARBERI	1
ARBIAN	1
ARBLIND	1
ARBLIR	1
ARBNON	1
ARBRAHAM	1
ARBRI	1
ARCADIE	1
ARCADIO	1
ARCAN	1
ARCENE	1
ARCHIBAL	1
ARCHIL	1
ARCHIT	1
ARCHUTHAN	1
ARCILI	1
ARCKI	1
ARCO	1
ARDA-EREN	1
ARDAK	1
ARDAKAN	1
ARDALAND	1
ARDALLAN	1
ARDAS	1
ARDASHIR	1
ARDAWAN	1
ARDEO	1
ARDIN	1
ARDION	1
ARDJUN	1
ARDO	1
ARDWAN	1
ARDY	1
AREAF	1
AREE	1
AREEN	1
AREES	1
AREG	1
AREI	1
AREMU	1
ARESH	1
ARESKI	1
ARETAS	1
ARET-VALENTIN	1
AREZKI	1
ARFA	1
ARFANG	1
ARFAN-ULLAH	1
ARFANULLAH	1
ARFAQUAT	1
ARGAN	1
ARGASH	1
ARGAW	1
ARGENTINO	1
ARGHAND	1
ARGHAWAN	1
ARGHWAN	1
ARGHYA	1
ARGILD	1
ARGO	1
ARGON	1
ARGOS	1
ARGYRIOS	1
ARHAAN	1
ARHAWAN	1
ARHNT	1
ARIANO	1
ARIANS	1
ARIC	1
ARICEU	1
ARIEBORITSE	1
ARIEH	1
ARIER	1
ARIES	1
ARIESTOTLE	1
ARIFCAN	1
ARIFUL	1
ARIGIO	1
ARIJANDAS	1
ARIJON	1
ARIKAN	1
ARIKKI	1
ARILES	1
ARIMANTAS	1
ARINBJØRN	1
ARINITWE	1
ARINZE	1
ARINZECHUKWU	1
ARI-PEKKA	1
ARISTARCH	1
ARISTODIMOS	1
ARISTOFANES	1
ARISTOTEL	1
ARISTOTLE	1
ARIYANANYAGAM	1
ARIYATH	1
ARIYAWANSA	1
ARJACO	1
ARJAEN	1
ARJALI	1
ARJE	1
ARJIRIS	1
ARJUMAND	1
ARJUNAH	1
ARKA	1
ARKADIJ	1
ARKADIJS	1
ARKADIVSZ	1
ARKADIY	1
ARKADY	1
ARKALORAK	1
ARKASH	1
ARKESH	1
ARKINS	1
ARKOM	1
ARLA	1
ARLAN	1
ARLEJF	1
ARLEN	1
ARLIE	1
ARLIN	1
ARLINT	1
ARLONSOMPOON	1
ARMAANDEEP	1
ARMAEL	1
ARMAND-MIHAI	1
ARMANG	1
ARMANS	1
ARMASH	1
ARMEEN	1
ARMÉN	1
ARMENAK	1
ARMENS	1
ARMER	1
ARMGHAN	1
ARMIK	1
ARMINS	1
ARMONY	1
ARMSTRONG	1
ARMUGHAN	1
ARNAD	1
ARNALDUR	1
ARNARILD	1
ARNBJÖRN	1
ARNE-BECK	1
ARNE-EMIL	1
ARNE-ERIK	1
ARNE-FINN	1
ARNE-FRANK	1
ARNE-HARDER	1
ARNEJAN	1
ARNE-MARIUS	1
ARNE-OLE	1
ARNER	1
ARNESTAS	1
ARNE-WILLIAM	1
ARNFRÍÐUR	1
ARNGEIR	1
ARNGRÍM	1
ARNGRÍMUR	1
ARNHARD	1
ARNHOLDT	1
ARNHOLT	1
ARNIT	1
ARNJOTH	1
ARNKELL	1
ARNKIL	1
ARNKJELL	1
ARNLJOT	1
ÁRNMAR	1
ARNOLDS	1
ARNOLD-VASILE	1
ARNÒR	1
ARNOUD	1
ARNOUT	1
ARNPOR	1
ARNVI	1
ARNVID	1
AROCKIADOSS	1
AROHAN	1
AROKIA	1
AROLDO	1
ARONA	1
ARON-BIRK	1
ARONEL	1
ARON-KJETIL	1
ARONNE	1
ARONSON	1
AROON	1
ARPAD-ADORJAN	1
ARPAN	1
ARPI	1
ARQALORAQ	1
ARQALUNGUAQ	1
ARQUIMEDES	1
ARRAK	1
ARRAN	1
ARRASH	1
ARREN	1
ARRIA	1
ARRIEN	1
ARSALEN	1
ARSALLAN	1
ARSALON	1
ARSAM	1
ARSAR	1
ARSAT	1
ARSEEN	1
ARSENE	1
ARSÈNE	1
ARSENI	1
ARSENIJS	1
ARSENIOS	1
ARSENTSI	1
ARSENTY	1
ARSENY	1
ARSENYI	1
ARSHANG	1
ARSHAVIN	1
ARSHAVIR	1
ARSHDEEP	1
ARSHED	1
ARSHID	1
ARSHIN	1
ARSHIYA	1
ARSHIYAN	1
ARSHPREET	1
ARSHWINTH	1
ARSI	1
ARSILAN	1
ARSIT	1
ARSSHAD	1
ARSTAN	1
ARSUGAQ	1
ARSY	1
ÁRSÆLL	1
ARTAS	1
ARTAT	1
ARTAVAZD	1
ARTEMII	1
ARTEMIO	1
ARTEMIS	1
ARTEMIY	1
ARTEMY	1
ARTESH	1
ARTHIKAN	1
ARTHIN	1
ARTHMEEKAN	1
ARTHOR	1
ARTHÚR	1
ARTHUR-NIKOLAY	1
ARTHUR-PETRISOR	1
ARTHUR-SEJR	1
ARTIM	1
ARTIR	1
ARTIT	1
ARTIZAN	1
ARTMAN	1
ARTOHENGBE	1
ARTOR	1
ARTSUEV	1
ARTTHEGAN	1
ARTU	1
ARTULA	1
ARTÚR	1
ARTÚRAS	1
ARTURE	1
ARTUR-TOMASZ	1
ARTYUN	1
ARUCHCHUNAR	1
ARUCHUNA	1
ARUDSELVAM	1
ARUJ	1
ARULANANDAM	1
ARULANANTHAJOTHIE	1
ARULANANTHAN	1
ARULANANTHARAJAH	1
ARULANATHAM	1
ARULEESWARAN	1
ARULESWARAN	1
ARULMANIVASAN	1
ARULMOLIBARMAN	1
ARULMURUGAN	1
ARULNATHAN	1
ARULNESARASA	1
ARULTHAVARAJ	1
ARUMAIRAJAH	1
ARUMUGASAMY	1
ARUMUGATHASAN	1
ARUMUSAM	1
ARUNAGIRINATAN	1
ARUNAKIRINATHAN	1
ARUNANTHY	1
ARÛNAS	1
ARUNCHAKKARAVARTHI	1
ARUNCHAND	1
ARUNN	1
ARUNRAJ	1
ARUNS	1
ARUNSHANKAR	1
ARUNTHAS	1
ARUNTHAVARAJAH	1
ARUNTHUJAN	1
ARUSH	1
ARUVEN	1
ARV	1
ARVAIDAS	1
ARVAN	1
ARVEEN	1
ARVIDAS	1
ARVILD	1
ARWAN	1
ARWED	1
ARWIT	1
ARWITT	1
ARXHEND	1
ARYAAN	1
ARYAV	1
ARYAVARDHAN	1
ARYO	1
ARYONO	1
ARZAN	1
ARZHANG	1
ARZIE	1
ARZU	1
ASA'AD	1
ASADALLAH	1
ASADBEK	1
ASADOLAH	1
ASADOLLAH	1
ASADULLA	1
ASAD-ULLAHA	1
ASADULLAKH	1
ASADUR	1
ASA-MALIK	1
ASANAI	1
ASAPH	1
ASAR	1
ASARE	1
ASAWIN	1
ASBIØRN	1
ÁSBJØRN	1
ASBKØRN	1
ASBO	1
ASCE	1
ASCHAB	1
ASCHRAF	1
ASCI	1
ASCON	1
ASDET	1
ASDIN	1
ASDOLLAH	1
ASDRO	1
ASEDA	1
ASEFF	1
ASEFKHAN	1
ASENSO	1
ASERS	1
ASFANDAR	1
ASFANDYAAR	1
ÁSFINNUR	1
ASGAARD	1
ÀSGEIR	1
ASGER-SAXE	1
ASGER-ULRICH	1
ASH	1
ASHA	1
ASHAAZ	1
ASHAD	1
ASHALEN	1
ASHAM	1
ASHAN	1
ASHANI	1
ASHANUL	1
ASHARAF	1
ASHARI	1
ASHBIN	1
ASHBJØRN	1
ASHCAN	1
ASHCON	1
ASHEGHULLAH	1
ASHEN	1
ASHFAG	1
ASHGON	1
ASHHAD	1
ASHIAS	1
ASHIG	1
ASHIRAF	1
ASHIS	1
ASHIT	1
ASHIYO	1
ASHJAN	1
ASHKAB	1
ASHKAH	1
ASHKAR	1
ASHKEBUUS	1
ASHKON	1
ASHLAN	1
ASHLEIGH	1
ASHMAT	1
ASHMED	1
ASHOKADITYA	1
ASHOQ	1
ASHOQULLAH	1
ASHOR	1
ASHRAF-SIRAJUDDIN	1
ASHRAYA	1
ASHREF	1
ASHRITH	1
ASHTAR	1
ASHTE	1
ASHTIN	1
ASHTY	1
ASHVAN	1
ASHVERF	1
ASHVIKAN	1
ASHVIND	1
ASHVVIN	1
ASHWAN	1
ASHWAQ	1
ASHWINI	1
ASHWINTH	1
ASHWNI	1
ASI	1
ASIAD	1
ASIAN	1
ASIFUL	1
ASIF-UR	1
ASILHAN	1
ASILKAN	1
ASIMULLAH	1
ASIM-UMUT	1
ASIMWE	1
ASIRI	1
ASITHA	1
ASJED	1
ASJITH	1
ASKANDAR	1
ASKARAN	1
ASKARI	1
ASKARSI	1
ASKEL	1
ASKELL	1
ÁSKELL	1
ASKE-TORE	1
ASKH	1
ASKHAT	1
ASKO	1
ASKOLDAS	1
ASKON	1
ASKOU	1
ASKÆR	1
ASLAAN	1
ASLAKK	1
ÁSLAKKUR	1
ÁSLAKUR	1
ASLAUG	1
ASLUDDIN	1
ASMAAR	1
ASMAEIL	1
ASMAIL	1
ASMANE	1
ASMATHULLAH	1
ASMEER	1
ASMEROM	1
ASMIN	1
ASMIND	1
ÀSMUND	1
ASMUNDUR	1
ASMUSS	1
ASNAKE	1
ASNAWI	1
ASOKAN	1
ASOKKAN	1
ASOKKUMAR	1
ASOO	1
ASOTH	1
ASOTHAN	1
ASPARUH	1
ÁSPÓR	1
ASQUITH	1
ASRAFUL	1
ASRET	1
ASRIM	1
ASSADALLAH	1
ASSANE	1
ASSAR	1
ASSEF	1
ASSEFA	1
ASSEGID	1
ASSEN	1
ASSKOV	1
ASSOO	1
ASSOUA	1
ASSOUMOU	1
ASSUH	1
ASSUNCAO	1
ASSURE	1
ASSWIN	1
ASSYAD	1
ASTEWAY	1
ASTHON	1
ASTIAK	1
ASTLEY	1
ASTOMO	1
ASTRADUR	1
ASTRAUSKAS	1
ÁSTVALDUR	1
ASTWACOTUR	1
ASTY	1
ASU	1
ASUKULU	1
ASUMANI	1
ASVAN	1
ASVIND	1
ASVINTHAN	1
ASWANTHNAATHAN	1
ASWAT	1
ASWED	1
ASWEEN	1
ASWIKAN	1
ASWINTH	1
ATAA	1
ATAALLAH	1
ATABAK	1
ATACAN	1
ATAH	1
ATAI	1
ATALAH	1
ATALL	1
ATAM	1
ATAMAN	1
ATAMJIT	1
ATANASIU	1
ATANASSIO	1
ATANAZI	1
ATAOLO	1
ATAPON	1
ATAS	1
ATASH	1
ATASUN	1
ATATO	1
ATAUL	1
ATAULLAH	1
ATA-UR	1
ATAY	1
ATAYA	1
ATBIN	1
ATCHUTHAN	1
ATDHETAR	1
ATEE	1
ATEEB	1
ATEEQUE	1
ATEEQULLAH	1
ATEKA	1
ATELA	1
ATEOS	1
ATES	1
ATESEMBAMA	1
ATHANASIUS	1
ATHAPHON	1
ATHARV	1
ATHAVARAJ	1
ATHBI	1
ATHESDAN	1
ATHI	1
ATHICHA	1
ATHIK	1
ATHIL	1
ATHINODOROS	1
ATHIP	1
ATHISH	1
ATHIT	1
ATHITH	1
ATHITHAN	1
ATHIWAT	1
ATHMAN	1
ATHO	1
ATHON	1
ATHUSAN	1
ATIA	1
ATIB	1
ATIBETH	1
ATIEQ	1
ATIF-ZIA	1
ATIGH	1
ATIGULLAH	1
ATILA-ARPAD	1
ATILE	1
ATIN	1
ATIPAQ	1
ATIQOLLAH	1
ATIQUE	1
ATIQUL	1
ATIQULLA	1
ATIQURAHMAN	1
ATIQUZZAMAN	1
ATIRUB	1
ATIT	1
ATITEP	1
ATIWAT	1
ATKO	1
ATLE-VEGAR	1
ATMANE	1
ATMAR	1
ATMIR	1
ATO	1
ATOBRHAN	1
ATOM	1
ATOS	1
ATOSH	1
ATPUTHARAJAH	1
ATRA	1
ATREJAS	1
ATREN	1
ATREYU	1
ATSADAWUT	1
ATSAWALAK	1
ATSE	1
ATSHEY	1
ATSUHIKO	1
ATSUHIRO	1
ATSUKI	1
ATTAKASUR	1
ATTALLAH	1
ATTANASIO	1
ATTAR	1
ATTAUL	1
ATTA-UR	1
ATTA-UR-RAHIM	1
ATTENBROUGH	1
ATTHACHAI	1
ATTHANON	1
ATTHAPORN	1
ATTIA	1
ATTICUS	1
ATTILA-BARNA	1
ATTILA-TAMAS	1
ATTILIO	1
ATTILLA	1
ATTIQUE	1
ATTIS	1
ATTIYAB	1
ATTLEE	1
ATTO	1
ATUF	1
ATUNDULA	1
ATUR	1
ATWAN	1
ATZAD	1
AUARA	1
AUB	1
AUBADA	1
AUBAIS	1
AUBEL	1
AUCAN	1
AUDEI	1
AUDEL	1
AUDI	1
AUDISHO	1
AUDLEY	1
AUDON	1
AUDRIC	1
AUDRJUS	1
AUDRUNAS	1
AUDRY	1
AUDUNN	1
AUGEN	1
AUGSTINAS	1
AUGUST-ELIAS	1
AUGUSTIN-ANDREAS	1
AUGUSTIN-MARIAN	1
AUGUSTIN-SORIN	1
AUGUSTIN-TEDDY	1
AUGUSTYN	1
AUGUY-MUAMBI	1
AUJASWI	1
AUKAR	1
AUKARAPON	1
AULFAT	1
AULIS	1
AUMANG	1
AUMEED	1
AUMER	1
AUMIR	1
AUMRAN	1
AUN	1
AUNDREI	1
AUOP	1
AUOS	1
AURAI	1
AURANGZEAB	1
AURAS-ALEXANDRU	1
AURBJIT	1
AUREL-BOGDAN	1
AUREL-CONSTANTIN	1
AUREL-COSMIN	1
AURELIAN-CRISTIAN	1
AURELIAN-DANIEL	1
AURELIAN-IONEL	1
AURELIAN-SEBASTIAN	1
AURELIAN-VASILE	1
AURELIEAN-TUDOR	1
AUREL-IOAN	1
AURELIUSZ	1
AUREL-TODOR	1
AURIN	1
AURYLA	1
AUSION	1
AUSTEN	1
AUSTRIS	1
AUTHER	1
AVA	1
AVAG	1
AVAND	1
AVANEESH	1
AVANESH	1
AVAPTISTO	1
AVAR	1
AVAT	1
AVATANGUAQ	1
AVATANNGUAQ	1
AVATAQ-FREDERIK	1
AVDILAT	1
AVDILBAKI	1
AVDILJACIM	1
AVDILJMEDJIT	1
AVDILJMUNAF	1
AVDILMUNAF	1
AVDISELJAM	1
AVDUL	1
AVDULLA	1
AVDURRAHMAN	1
AVDUS	1
AVDUSH	1
AVEL	1
AVELINO	1
AVENESH	1
AVERAM	1
AVES	1
AVETIK	1
AVGORAQ	1
AVIAD	1
AVIAN	1
AVIDA	1
AVIDZITS	1
AVIGDOR	1
AVIJOT	1
AVIN	1
AVINDAR	1
AVINOAM	1
AVINRAAJH	1
AVIRAM	1
AVISCHAN	1
AVISTAR	1
AVNISH	1
AVNIT	1
AVRAAM	1
AVRAM	1
AVRAS	1
AVRAZ	1
AVRO	1
AVRON	1
AVSAR	1
AVSHALOM	1
AVTANDIL	1
AVZI	1
AWAAN	1
AWADH	1
AWADHI	1
AWAFI	1
AWALEH	1
AWALGUL	1
AWATE	1
AWAYAD	1
AWAYS	1
AWDAY	1
AWDER	1
AWED	1
AWEID	1
AWEIS	1
AWEL	1
AWER	1
AWES	1
AWESOME	1
AWEZ	1
AWF	1
AWI	1
AWIAS	1
AWIER	1
AWIN	1
AWINAESH	1
AWKE	1
AWOKE	1
AWOL	1
AWOLU	1
AWRANG	1
AWSAN	1
AWSS	1
AWUAH-BAFFOUR	1
AWUDU	1
AWWAB	1
AWWAD	1
AWZHIN	1
AXAMED	1
AXEL-FRITHIOF	1
AXELL	1
AXELLIUS	1
AXENTE	1
AXENTIE	1
AXHI	1
AYA	1
AYACHE	1
AYAJ	1
AYALA	1
AYANDA	1
AYAOVI	1
AYAR	1
AYAS	1
AYAWO	1
AYAZGÜL	1
AYBER	1
AYCAN	1
AYDEM	1
AYDEMIR	1
AYDENIZ	1
AYDHN	1
AYDRUUS	1
AYDURUUS	1
AYELE	1
AYENACHEW	1
AYGÜN	1
AYHANCAN	1
AYHAYE	1
AYHEM	1
AYINZA	1
AYKAF	1
AYKHAN	1
AYKUD	1
AYKURT	1
AYKUTAY	1
AYLAN	1
AYLIN	1
AYLON	1
AYMAL	1
AYMAN-SHABAZ	1
AYMIN	1
AYNKARAN	1
AYNUR	1
AYODEJI	1
AYODELE	1
AYOG	1
AYOI	1
AYOMIKUN	1
AYOTUNDE	1
AYOUP	1
AYREDIN	1
AYSAM	1
AYSAR	1
AYSER	1
AYSUL	1
AYSUN	1
AYTAÇ	1
AYTUN	1
AYU	1
AYUBI	1
AYUOB	1
AYUP	1
AYUSHMAAN	1
AYVAL	1
AYVEN	1
AYYAD	1
AYYASWAMY	1
AYYOUB	1
AYYÛB	1
AZ	1
AZADDIN	1
AZADEIN	1
AZAEL	1
AZAGEW	1
AZAI	1
AZAL	1
ÁZAN	1
AZANTH	1
AZARIA	1
AZARIAH	1
AZARO	1
AZAUDIN	1
AZAWI	1
AZAZYAH	1
AZDAN	1
AZDASHER	1
AZED	1
AZEDDIN	1
AZ-EDDINE	1
AZEMIR	1
AZEN	1
AZGHAR	1
AZHAN	1
AZHE	1
AZIB	1
AZIMI	1
AZIMIO	1
AZIMULLAH	1
AZIR	1
AZIZBEK	1
AZIZJON	1
AZIZRAHMAN	1
AZIZULAH	1
AZIZ-ULLAH	1
AZIZULRAHMAN	1
AZIZ-UR-REHMAN	1
AZMAIL	1
AZMEER	1
AZMY	1
AZNAIN	1
AZNAVUR	1
AZOLA	1
AZOTI	1
AZOUZ	1
AZRAIL	1
AZRATULLAH	1
AZREN	1
AZRETALIJA	1
AZWAR	1
AZWIR	1
AZZAD	1
AZZEZ	1
AZZIZ	1
AZZIZULLAH	1
B	1
BAABAK	1
BAAH	1
BAAKER	1
BAAL	1
BAANE	1
BAARE	1
BAASHI	1
BAASIL	1
BAASIR	1
BAASKAR	1
BAAVISH	1
BABACK	1
BABALOLA	1
BABAMORAD	1
BABASHIRIN	1
BABAVALI	1
BABBAK	1
BABGON	1
BABI	1
BABICHANTHIRAN	1
BABIR	1
BABISAN	1
BABOR	1
BABRAK	1
BABUCARR	1
BABULA	1
BABURAJ	1
BABURAM	1
BABY	1
BABYLAS	1
BACAR	1
BACCHUS	1
BACHARA	1
BACHU	1
BACKER	1
BACS	1
BADAM	1
BADAWI	1
BADAWY	1
BADDAL	1
BADDAR	1
BADDY	1
BADEA	1
BADEE	1
BADEH	1
BADEREDDIN	1
BADIA	1
BADIAR	1
BADIRUZZAMAN	1
BADMA	1
BADOLLAH	1
BADRADDIN	1
BADRADIME	1
BADREDDIN	1
BADREDDINE	1
BADREDIN	1
BADRELDIN	1
BADRIDDN	1
BADRIN	1
BADRKHAM	1
BADRKHAN	1
BADRUDIIN	1
BADRULDOJA	1
BADSHAH	1
BADUR	1
BAFANG	1
BAFFOUR	1
BAFTI	1
BAG	1
BAGHICHA	1
BAGIS	1
BAGODOU	1
BAGTASH	1
BAGTUHAN	1
BAH	1
BAHAÁ	1
BAHAAEDDIN	1
BAHAALDDIN	1
BAHADOOR	1
BAHADOUR	1
BAHAE	1
BAHAEDDIN	1
BAHAEDIN	1
BAHAGIA	1
BAHAMIN	1
BAHAND	1
BAHARAM	1
BAHDIN	1
BAHEERATHAN	1
BAHEZ	1
BAHGAT	1
BAHGIA	1
BAHGINA	1
BAHI	1
BAHIG	1
BAHIGE	1
BAHIRULLAH	1
BAHJET	1
BAHJT	1
BAHMAR	1
BAHNMAN	1
BAHRAWI	1
BAHRI-GÖZÜM	1
BAHROM	1
BAHROUZ	1
BAHTA	1
BAHTASHEN	1
BAHTI	1
BAHTIR	1
BAHUJAN	1
BAHUSA	1
BAHUZ	1
BAHZAT	1
BAHÆZ	1
BAI	1
BÁI	1
BAIAR	1
BAIDAR	1
BAIDER	1
BAIG	1
BAIHZAD	1
BAILIE	1
BAILLI	1
BAILLY	1
BAILOR	1
BAILY	1
BAIRAMALI	1
BAIRE	1
BAIRU	1
BAIXIANG	1
BAIXIN	1
BAIYONG	1
BAJDAR	1
BAJI	1
BAJKO	1
BAJRON	1
BAJRUDIN	1
BAJRUSH	1
BAK	1
BAKAN	1
BAKEBBA	1
BAKEER	1
BAKEERATHAN	1
BAKHAT	1
BAKHT	1
BAKHTAR	1
BAKHTAWAR	1
BAKHTIYAAR	1
BÂKI	1
BAKINTHAN	1
BAKO	1
BAKOOL	1
BAKOOTEH	1
BAKRY	1
BAKTAGE	1
BAKTEAR	1
BAKTHIAR	1
BAKURU	1
BAKYT	1
BALAAJ	1
BALACHANTHIRAN	1
BALAGANESHAN	1
BALAGURUNATHAN	1
BALAJ	1
BALAKUMARESAN	1
BALALLI	1
BALAMANOKARAN	1
BALAMURUGAN	1
BALAMURUGHAN	1
BALANDRAM	1
BALARAJAH	1
BALARAMA	1
BALARASA	1
BALASEM	1
BALASINGAM	1
BALASOORIYA	1
BALASUBRAMANIAN	1
BALASUBRAMANIYAN	1
BALASUNDRAM	1
BALASUNTHARAM	1
BALASUTHAS	1
BALATHARAN	1
BALATHARSHAN	1
BALAUR	1
BALAVIGNESH	1
BALAVINIITH	1
BALAVINOD	1
BALAYENDRAN	1
BALÁZS-SZILÁRD	1
BALBHADRASINHJI	1
BALDEMAR	1
BALDEVINDER	1
BALDEVJIT	1
BALDOMAR	1
BALDOR	1
BALEIN	1
BALENDRAN	1
BALENDREN	1
BALESWARAN	1
BALIBUTSA	1
BALIEN	1
BALI-LARS	1
BALIN	1
BALK	1
BALKAN	1
BALKUMAR	1
BALLA	1
BALLAL	1
BALLAZIZE	1
BALLE	1
BALLIA	1
BALO	1
BALPIAR	1
BALREDDY	1
BALSAM	1
BALSLEV	1
BALTSER	1
BALTZER	1
BALUKA	1
BALWANDER	1
BALYS	1
BALZ	1
BALÆN	1
BAM	1
BAMIDELE	1
BANARAS	1
BANCÉ	1
BANCHO	1
BANCHOET	1
BANDAWAR	1
BANDHU	1
BANDIN	1
BANDIT	1
BANDO	1
BANGDUN	1
BANGEN	1
BANGOYI	1
BANHAN	1
BANJONGSAK	1
BÁNK	1
BANKE	1
BANKEIN	1
BANKEN	1
BANKO	1
BANKOLE	1
BANLUE	1
BANO	1
BANPHOT	1
BANSHI	1
BANTU	1
BANUJAN	1
BANUSAN	1
BANUSHAN	1
BANYAMIN	1
BANZA	1
BAOBAO	1
BAODOU	1
BAOGUANG	1
BAOHAI	1
BAOHONG	1
BAOJUN	1
BAO-KHANH	1
BAOLIN	1
BAOQIAN	1
BAOZE	1
BAPTIST	1
BAPUGI	1
BAQI	1
BAQIR	1
BARA	1
BARAKA	1
BARAKAT-ULLAH	1
BARALDUR	1
BARANSEL	1
BARAN-UTKU	1
BARATHAN	1
BARATHY	1
BARAY	1
BARBU	1
BARBUL	1
BARD	1
BARDHEC	1
BARDHOS	1
BARDILJ	1
BARDINO	1
BARDO	1
BARDULJ	1
BARE	1
BARESH	1
BARGIAN	1
BARHNY	1
BARIALAI	1
BARIK	1
BARIMA	1
BARINGIN	1
BARIQ	1
BARIS-CAN	1
BARISH	1
BARIYALAI	1
BARJALAJ	1
BARJESH	1
BARKAAT	1
BARKAD	1
BARKAN	1
BARKAS	1
BARKIN	1
BARKO	1
BARN	1
BARNEBY	1
BARNI	1
BARNO	1
BAROSH	1
BAROUDI	1
BAROZE	1
BARRA	1
BARRINGTON	1
BARSAM	1
BARTELT	1
BARTHELOT	1
BARTHOLD	1
BARTHOLOMEO	1
BARTHOLOMÆUS	1
BARTI	1
BARTILOMIEJ	1
BARTIOMIEJ	1
BARTOLOMÉ	1
BARTOLOMEJ	1
BARTOLOMIEJ	1
BARTOSC	1
BARTUGIMEOS	1
BARTÄK	1
BARUANI	1
BARUHUPOLAGE	1
BARUN	1
BÁRUR	1
BARVCH	1
BARVID	1
BARWAR	1
BARYALAY	1
BARYALEY	1
BARYALLAY	1
BARYLAI	1
BARZA	1
BARZO	1
BASAIKOU	1
BASAKHA	1
BASALAT	1
BASANT	1
BASARAN	1
BASEEL	1
BASEER	1
BASER	1
BASHAAR	1
BASHANTA	1
BASHARAN	1
BASHAR-NASER	1
BASHDAR	1
BASHIQ	1
BASHRAT	1
BASHSHAR	1
BASIAN	1
BASID	1
BASIRU	1
BASIRÚ	1
BASKARA	1
BASKARAJOTHY	1
BASKARALINGAM	1
BASRI-VOLKAN	1
BASSAAM	1
BASSAL	1
BASSE	1
BASSEY	1
BASSHAR	1
BASSI	1
BASSIR	1
BASSO	1
BASTHIANN	1
BASTÍAN	1
BASTIANO	1
BASTIANUS	1
BASTIN	1
BASTRI	1
BASU	1
BASUBIRAYO	1
BASYL	1
BATENDE	1
BATENGE	1
BATHUR	1
BATICA	1
BATICE	1
BATISTE	1
BATO	1
BATOOR	1
BATOR	1
BÁTOR	1
BATUGHAN	1
BATUR	1
BATURAY	1
BAUAN	1
BAUBE	1
BAUCKE	1
BAUDOUIN	1
BAUTISTA	1
BAVAN	1
BAVANTHAN	1
BAVARAJAN	1
BAVASHANKARAN	1
BAVEK	1
BAVENDRA	1
BAVISAN	1
BAVITHIRAN	1
BAVITHRAN	1
BAVNER	1
BAVORNPON	1
BAW	1
BAYAT	1
BAYBARS	1
BAYBORA	1
BAYEZID	1
BAYHAS	1
BAYLEE	1
BAYNE	1
BAYRAMA	1
BAYSANGUR	1
BAYSEN	1
BAYU	1
BAZAL	1
BAZAN	1
BAZAR	1
BAZIAN	1
BAZIL	1
BBWETE	1
BEAR	1
BEAYNE	1
BEBE	1
BECET	1
BECHARA	1
BECKAEL	1
BECKLINE	1
BED	1
BEDA	1
BEDAR	1
BEDILU	1
BEDO	1
BEDRAJ	1
BEDRIDIN	1
BEDRIJA	1
BEDRO	1
BEDROS	1
BEDZET	1
BEE	1
BEEMEN	1
BEENT	1
BEERND	1
BEERT	1
BEETHOVEN	1
BEFEKADU	1
BEFRAN	1
BEGE	1
BEGIN	1
BEGZAD	1
BEHADIN	1
BEHAEDIN	1
BEHAMIN	1
BEHAN	1
BEHARTAWAN	1
BEHAT	1
BEHBOOD	1
BEHCHED	1
BEHDAT	1
BEHDIN	1
BEHEZ	1
BEHI	1
BEHICH	1
BEHIRA	1
BEHLUL	1
BEHMEN	1
BEHNIA	1
BEHNOOD	1
BEHREM	1
BEHRENDT	1
BEHRI	1
BEHRUDIN	1
BEHSHAD	1
BEHXHET	1
BEHZADI	1
BEHZOD	1
BEICHER	1
BEIENE	1
BEIM	1
BEIMAR	1
BEINAR	1
BEINDAR	1
BEINISSON	1
BEJADIN	1
BEJAMIN	1
BEJAY	1
BEJEAN	1
BEJEECK	1
BEJTIM	1
BEJTULA	1
BEJTULLAH	1
BEJTUS	1
BEJTUSH	1
BEK	1
BEKANTY	1
BEKAR	1
BEKAZ	1
BEKE	1
BEKHBAT	1
BEKIRCAN	1
BEKISISA	1
BEKKHAN	1
